element_name,element_type,kw_loss,kvar_loss
Line.line_edge-000398,Line,0.03045668259340988,-0.0014998623636551752
Line.line_edge-000399,Line,0.0005029361107081058,-0.001038965685207586
Line.line_edge-000400,Line,0.002850344966591365,-0.00588616503088997
Line.line_edge-000401,Line,9.103957149965147e-07,-0.0025506390827907525
Line.line_edge-000402,Line,5.16348001841645e-06,-0.014427346105042439
Line.line_edge-000403,Line,3.5753875426962625e-05,-0.0013259075087783004
Line.line_edge-000404,Line,0.00020270033331144078,-0.007513114518704242
Line.line_edge-000405,Line,4.465184832497471e-06,-0.001389588068421176
Line.line_edge-000406,Line,2.5346527484089164e-05,-0.007874176963300897
Line.line_edge-000407,Line,0.003680602719069395,-0.0010473866064646487
Line.line_edge-000408,Line,0.020859313272033404,-0.005930895751055294
Line.line_edge-000409,Line,5.5148398729215845e-05,-0.001532412515019132
Line.line_edge-000410,Line,0.0003119837206795637,-0.008665171809201183
Line.line_edge-000411,Line,1.2252788282125503e-05,-0.003263435790992334
Line.line_edge-000412,Line,6.96479908865036e-05,-0.01852976587810832
Line.line_edge-000413,Line,5.011197948988411e-05,-0.0016570548090558076
Line.line_edge-000414,Line,0.0002840984568847489,-0.009389429915142956
Line.line_edge-000415,Line,2.5441527697694256e-05,-0.0017500603640132795
Line.line_edge-000416,Line,0.00014400222703261534,-0.009898363366611193
Line.line_edge-000417,Line,9.622500156183378e-07,-0.0018587283984599025
Line.line_edge-000418,Line,5.475201441186073e-06,-0.010551103160821867
Line.line_edge-000419,Line,0.0006702670005638902,-0.003596302132079156
Line.line_edge-000420,Line,0.003799848414786932,-0.0203762337299725
Line.line_edge-000421,Line,0.001097908706382441,-0.001287084530815264
Line.line_edge-000422,Line,0.006222270861300785,-0.007290199536417276
Line.line_edge-000423,Line,0.0005986339912415132,-0.0012033456860881416
Line.line_edge-000424,Line,0.003392646495711233,-0.006816708977186863
Line.line_edge-000425,Line,1.2801183778080371e-05,-0.004357377720874714
Line.line_edge-000426,Line,7.298512972008016e-05,-0.024728754671936963
Line.line_edge-000427,Line,0.008014949071171045,0.0015548854767830314
Line.line_edge-000428,Line,0.04542366956023947,0.008822752031969474
Line.line_edge-000429,Line,0.0010543237339879852,-0.0007921267219589935
Line.line_edge-000430,Line,0.005975115055640344,-0.004485164353945947
Line.line_edge-000431,Line,9.994972118875011e-06,-0.0023360284496810662
Line.line_edge-000432,Line,5.6809424148923426e-05,-0.013249907914186565
Line.line_edge-000433,Line,0.0002113160094392339,-0.008878825519841819
Line.line_edge-000434,Line,0.0011985380230787768,-0.0503101969041928
Line.line_edge-000435,Line,2.8811918609790156e-05,-0.0024697254205188982
Line.line_edge-000436,Line,0.00016323428794385108,-0.013981783994608577
Line.line_edge-000437,Line,0.0003915095356056186,-0.0050209193034122706
Line.line_edge-000438,Line,0.0022173769575660526,-0.02841318975339534
Line.line_edge-000439,Line,9.973980707172458e-05,-0.005283388846352633
Line.line_edge-000440,Line,0.000566136383322461,-0.029962911503708493
Line.line_edge-000441,Line,1.4097501459978678e-05,-0.00988318227254022
Line.line_edge-000442,Line,7.993911454850887e-05,-0.05595709606771769
Line.line_edge-000443,Line,0.004461128033792595,-0.0033492004277816535
Line.line_edge-000444,Line,0.025316664846818486,-0.01898836987757297
Line.line_edge-000445,Line,0.0001774545936823415,-0.002629885342446869
Line.line_edge-000446,Line,0.0010067162547820771,-0.01491239302523354
Line.line_edge-000447,Line,0.016076593209922364,-2.9273218814012124e-06
Line.line_edge-000448,Line,0.09111976327144386,1.0919245110592393e-05
